Leomund's Tiny Hut,Evocation,1 Minute R,Self (10-foot radius hemisphere),8 hours,"V, S, M"
Life Transference,Necromancy,1 Action,30 feet,Instantaneous,"V, S"
Lightning Arrow,Transmutation,1 Bonus Action,Self,"Concentration, up to 1 minute","V, S"
Lightning Bolt,Evocation,1 Action,Self (100-foot line),Instantaneous,"V, S, M"
Magic Circle,Abjuration,1 Minute,10 feet,1 hour,"V, S, M"
Major Image,Illusion,1 Action,120 feet,"Concentration, up to 10 minutes","V, S, M"
Mass Healing Word,Evocation,1 Bonus Action,60 feet,Instantaneous,V
Meld into Stone,Transmutation,1 Action R,Touch,8 hours,"V, S"
Melf's Minute Meteors,Evocation,Self,120 feet,"Concentration, up to 10 minutes","V, S, M"
Motivational Speech,Enchantment,1 hour,60 feet,1 hour,V
Nondetection,Abjuration,1 Action,Touch,8 hours,"V, S, M"
Phantom Steed,Illusion,1 Action R,30 feet,1 hour,"V, S"
Plant Growth,Transmutation,1 Action or 8 Hours,150 feet,Instantaneous,"V, S"
Protection from Ballistics (UA),Abjuration T,1 Action,Touch,"Concentration, up to 10 minutes","V, S, M"
Protection from Energy,Abjuration,1 Action,Touch,"Concentration, up to 1 hour","V, S"
Psionic Blast (UA),Evocation,1 Action,Self (30-foot cone),Instantaneous,V
Pulse Wave,Evocation D,1 Action,Self (30-foot cone),Instantaneous,"V, S"
Remove Curse,Abjuration,1 Action,Touch,Instantaneous,"V, S"
Revivify,Necromancy,1 Action,Touch,Instantaneous,"V, S, M"
Sending,Evocation,1 Action,Unlimited,1 round,"V, S, M"
Sleet Storm,Conjuration,1 Action,120 feet,"Concentration, up to 1 minute","V, S, M"
Slow,Transmutation,1 Action,120 feet,"Concentration, up to 1 minute","V, S, M"
Speak with Dead,Necromancy,1 Action,10 feet,10 minutes,"V, S, M"
Speak with Plants,Transmutation,1 Action,Self (30-foot radius),10 minutes,"V, S"
Spirit Guardians,Conjuration,1 Action,Self (15-foot radius),"Concentration, up to 10 minutes","V, S, M"
Spirit Shroud,Necromancy,1 Bonus Action,Self,"Concentration, up to 1 minute","V, S"
Stinking Cloud,Conjuration,1 Action,90 feet,"Concentration, up to 1 minute","V, S, M"
Summon Fey,Conjuration,1 Action,90 feet,"Concentration, up to 1 hour","V, S, M"
Summon Lesser Demons,Conjuration,1 Action,60 Feet,"Concentration, up to 1 hour","V, S, M"
Summon Shadowspawn,Conjuration,1 Action,90 feet,"Concentration, up to 1 hour","V, S, M"
Summon Undead,Necromancy,1 Action,90 feet,"Concentration, up to 1 hour","V, S, M"
Thunder Step,Conjuration,1 Action,90 feet,Instantaneous,V
Tidal Wave,Conjuration,1 Action,120 feet,Instantaneous,"V, S, M"
Tiny Servant,Transmutation,1 Minute,Touch,8 hours,"V, S"
Tongues,Divination,1 Action,Touch,1 hour,"V, M"
Vampiric Touch,Necromancy,1 Action,Self,"Concentration, up to 1 minute","V, S"
Wall of Sand,Evocation,1 Action,90 feet,"Concentration, up to 10 minutes","V, S, M"
Wall of Water,Evocation,1 Action,60 feet,"Concentration, up to 10 minutes","V, S, M"
Water Breathing,Transmutation,1 Action R,30 feet,24 hours,"V, S, M"
Water Walk,Transmutation,1 Action R,30 feet,1 hour,"V, S, M"
Wind Wall,Evocation,1 Action,120 feet,"Concentration, up to 1 minute","V, S, M"
